run_rank,crossover,replacement_strategy,elite_size,replacement_fraction,mutation,initial_population_mode,label,point_index,gen,best_curve,best_ga,best_known,gap_to_best_known,stop_reason
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,1,0.0,299.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,2,1.0,282.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,3,2.0,276.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,4,3.0,276.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,5,4.0,271.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,6,5.0,271.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,7,6.0,271.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,8,7.0,270.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,9,8.0,270.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,10,9.0,270.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,11,10.0,270.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,12,11.0,270.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,13,12.0,270.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,14,13.0,263.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,15,14.0,263.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,16,15.0,263.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,17,16.0,263.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,18,17.0,263.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,19,18.0,263.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,20,19.0,263.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,21,20.0,261.0,249.0,236.0,13.0,max_generations
1,decuple,generational,1,0.9,consensus_reorder,random,generational/random/consensus_reorder,22,21.0,261.0,249.0,236.0,13.0,max_generations
