run_rank,crossover,replacement_strategy,elite_size,replacement_fraction,mutation,initial_population_mode,label,point_index,gen,best_curve,best_ga,best_known,gap_to_best_known,stop_reason
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,1,0.0,868.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,2,1.0,868.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,3,2.0,868.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,4,3.0,868.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,5,4.0,868.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,6,5.0,868.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,7,6.0,864.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,8,7.0,864.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,9,8.0,864.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,10,9.0,864.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,11,10.0,864.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,12,11.0,864.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,13,12.0,864.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,14,13.0,864.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,15,14.0,863.0,858.0,741.0,117.0,max_generations
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,diverse_elitist/priority_rules/consensus_reorder,16,15.0,863.0,858.0,741.0,117.0,max_generations
